,ZONA_O,NOME_O,CO_O_X,CO_O_Y,CO_DOM_X,CO_DOM_Y,DATA,DIASEMANA,HORA_SAIDA,ZONA_D,NOME_D,CO_D_X,CO_D_Y,HORA_CHEG,DURACAO,IDADE,SEXO,TIPVG,MODOPRIN,MODO1,MODO2,MODO3,MODO4,FE_VIA,MOTIVO_O,MOTIVO_D,CO_T1_X,CO_T1_Y,CO_T2_X,CO_T2_Y,CO_T3_X,CO_T3_Y,CO_TR1_X,CO_TR1_Y,CO_TR2_X,CO_TR2_Y,PE_BICI,VIA_BICI,TP_ESTBICI,QT_BICICLE,QT_AUTO,QT_MOTO,CRITERIOBR,RENDA_FA
4924,2,Parque Dom Pedro,-23.54869688456449,-46.629849357988725,-23.54869688456449,-46.629849357988725,2/08/2018,3,08:00:00,20,Glicério,-23.56294976608618,-46.631279101721525,08:10:00,600,8,2,4,15,15,0,0,0,119.573967,8,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,8,2,0,0,5,1908.0
4925,2,Parque Dom Pedro,-23.54869688456449,-46.629849357988725,-23.54869688456449,-46.629849357988725,2/08/2018,3,13:20:00,3,Praça João Mendes,-23.554415720450567,-46.628734617389064,13:30:00,600,8,2,4,15,15,0,0,0,119.573967,8,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,8,2,0,0,5,1908.0
4926,2,Parque Dom Pedro,-23.54869688456449,-46.629849357988725,-23.54869688456449,-46.629849357988725,2/08/2018,3,13:20:00,3,Praça João Mendes,-23.554415720450567,-46.628734617389064,13:30:00,600,6,1,4,15,15,0,0,0,119.573967,8,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,8,2,0,0,5,1908.0
5046,2,Parque Dom Pedro,-23.53910071233964,-46.63300241675064,-23.5647625707954,-46.63836468090672,6/03/2018,1,17:30:00,23,Centro Cultural,-23.5647625707954,-46.63836468090672,17:45:00,900,26,1,4,15,15,0,0,0,41.343654,3,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.53910071233964,-46.63300241675064,0.0,0.0,1,1,3,1,1,0,3,3579.58
5171,2,Parque Dom Pedro,-23.544920597955645,-46.633446506396034,-23.56438477315931,-46.683021163344186,23/11/2017,3,17:15:00,80,Jardim Paulistano,-23.56438477315931,-46.683021163344186,18:10:00,3300,52,1,4,15,15,0,0,0,64.036073,3,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.544920597955645,-46.633446506396034,0.0,0.0,8,1,8,4,1,1,1,14574.08
5194,2,Parque Dom Pedro,-23.540719626370404,-46.6284581224549,-23.532822869387665,-46.69066005476805,7/04/2018,5,13:30:00,90,Pompéia,-23.532822869387665,-46.69066005476805,14:10:00,2400,55,2,4,15,15,0,0,0,89.242681,3,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.560885122916723,-46.693458195797426,0.0,0.0,8,1,3,5,1,2,2,12500.0
5524,54,Vila Clementino,-23.59638036611641,-46.64833057394073,-23.54405915107992,-46.6208396619987,27/05/2018,6,20:15:00,17,Gasômetro,-23.54405915107992,-46.6208396619987,20:50:00,2100,41,1,4,15,15,0,0,0,35.095453000000006,3,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.59638036611641,-46.64833057394073,0.0,0.0,2,1,3,1,0,0,3,4000.0
5612,54,Vila Clementino,-23.595561867780653,-46.64291149846475,-23.595561867780653,-46.64291149846475,9/05/2018,2,08:30:00,71,Brooklin,-23.60078862031818,-46.6885221559344,09:00:00,1800,32,1,4,15,15,0,0,0,53.313292000000004,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.60078862031818,-46.6885221559344,0.0,0.0,5,1,3,2,0,0,3,3391.41
6194,54,Vila Clementino,-23.596747685993744,-46.64349459785672,-23.65495903151363,-46.74243645561613,8/05/2018,1,16:30:00,304,Jardim São Luís,-23.65495903151363,-46.74243645561613,17:25:00,3300,38,1,4,15,15,0,0,0,848.2824720000001,3,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.596747685993744,-46.64349459785672,0.0,0.0,5,1,3,3,1,0,3,4689.12
6340,50,Jardim da Glória,-23.58075218601236,-46.61623440914811,-23.58075218601236,-46.61623440914811,13/08/2018,0,06:30:00,50,Jardim da Glória,-23.588180653261993,-46.62090114898182,06:45:00,900,13,1,4,15,15,0,0,0,143.08488,8,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,3,2,1,0,3,3391.41
6341,50,Jardim da Glória,-23.588180653261993,-46.62090114898182,-23.58075218601236,-46.61623440914811,13/08/2018,0,11:45:00,50,Jardim da Glória,-23.58075218601236,-46.61623440914811,12:10:00,1500,13,1,4,15,15,0,0,0,143.08488,4,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,3,2,1,0,3,3391.41
6534,53,Santa Cruz,-23.597859026544086,-46.628006690340925,-23.597859026544086,-46.628006690340925,23/06/2018,5,09:00:00,73,Berrini,-23.60181106644905,-46.69496335593241,09:40:00,2400,44,1,4,15,15,0,0,0,292.24541600000003,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.60181106644905,-46.69496335593241,0.0,0.0,7,1,3,1,1,0,1,15000.0
6574,53,Santa Cruz,-23.598471239618945,-46.63248254718329,-23.598471239618945,-46.63248254718329,11/06/2018,0,06:25:00,74,Campinas,-23.562748723611513,-46.654571988661964,06:55:00,1800,50,2,4,15,15,0,0,0,84.08322700000001,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.562748723611513,-46.654571988661964,0.0,0.0,7,1,3,1,1,0,3,4949.29
6575,53,Santa Cruz,-23.598471239618945,-46.63248254718329,-23.598471239618945,-46.63248254718329,11/06/2018,0,13:40:00,74,Campinas,-23.562748723611513,-46.654571988661964,14:10:00,1800,50,2,4,15,15,0,0,0,84.08322700000001,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.562748723611513,-46.654571988661964,0.0,0.0,7,1,3,1,1,0,3,4949.29
7253,79,Trianon,-23.562111339547602,-46.66014778547563,-23.562111339547602,-46.66014778547563,19/06/2018,1,14:00:00,29,Masp,-23.561187029873974,-46.65621775439429,14:10:00,600,17,1,4,15,15,0,0,0,37.373855999999996,8,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,4,2,2,0,1,13807.95
7279,79,Trianon,-23.56047979019953,-46.662409741917145,-23.56047979019953,-46.662409741917145,19/06/2018,1,07:00:00,28,São Carlos do Pinhal,-23.5656876573688,-46.650788215193096,07:10:00,600,28,1,4,15,15,0,0,0,32.721625,8,2,0.0,0.0,0.0,0.0,0.0,0.0,-23.5656876573688,-46.650788215193096,0.0,0.0,1,1,3,1,0,0,3,3391.41
7310,79,Trianon,-23.559731885793116,-46.663948083885636,-23.559731885793116,-46.663948083885636,19/06/2018,1,10:00:00,300,Granja Julieta,-23.62311046606189,-46.69849112244848,11:00:00,3600,35,1,4,15,15,0,0,0,59.19965,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.559731885793116,-46.663948083885636,0.0,0.0,7,1,6,2,0,0,2,6843.13
7432,79,Trianon,-23.558644223673376,-46.66516865825956,-23.558644223673376,-46.66516865825956,18/09/2018,1,08:00:00,88,Perdizes,-23.53631899344621,-46.67466199807436,08:20:00,1200,26,1,4,15,15,0,0,0,32.721625,8,1,0.0,0.0,0.0,0.0,0.0,0.0,-23.53631899344621,-46.67466199807436,0.0,0.0,7,1,3,2,2,0,1,14574.08
7482,79,Trianon,-23.559571996024083,-46.66032158611116,-23.559571996024083,-46.66032158611116,9/10/2018,1,06:55:00,79,Trianon,-23.562916727055335,-46.65829663772007,07:00:00,300,16,1,4,15,15,0,0,0,37.373855999999996,8,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,3,1,1,0,3,4689.12
7483,79,Trianon,-23.562916727055335,-46.65829663772007,-23.559571996024083,-46.66032158611116,9/10/2018,1,12:00:00,29,Masp,-23.561187029873974,-46.65621775439429,12:05:00,300,16,1,4,15,15,0,0,0,37.373855999999996,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,4,1,1,0,3,4689.12
7508,79,Trianon,-23.561238201790097,-46.6615768281774,-23.561238201790097,-46.6615768281774,23/09/2018,6,08:40:00,74,Campinas,-23.564657774856865,-46.6525288827415,09:00:00,1200,33,1,4,15,15,0,0,0,59.19965,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.564657774856865,-46.6525288827415,0.0,0.0,1,1,3,1,0,0,3,3987.82
7763,79,Trianon,-23.56124521276305,-46.65838340936056,-23.577588490831676,-46.60345902892846,7/06/2018,3,17:00:00,240,Vila Monumento,-23.57405277415251,-46.61178285484944,17:50:00,3000,41,1,4,15,15,0,0,0,298.2383,2,4,0.0,0.0,0.0,0.0,0.0,0.0,-23.56124521276305,-46.65838340936056,0.0,0.0,7,1,1,1,1,0,3,4209.08
8048,23,Centro Cultural,-23.5647625707954,-46.63836468090672,-23.5647625707954,-46.63836468090672,6/03/2018,1,08:15:00,2,Parque Dom Pedro,-23.53910071233964,-46.63300241675064,08:30:00,900,26,1,4,15,15,0,0,0,41.343654,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.53910071233964,-46.63300241675064,0.0,0.0,1,1,4,1,1,0,3,3579.58
8103,23,Centro Cultural,-23.56569426331579,-46.63907178580595,-23.56569426331579,-46.63907178580595,28/04/2018,5,08:00:00,26,Bexiga,-23.55932718390636,-46.64085401033897,08:05:00,300,30,1,4,15,15,0,0,0,81.458897,8,4,0.0,0.0,0.0,0.0,0.0,0.0,-23.56569426331579,-46.63907178580595,0.0,0.0,1,1,3,1,0,0,2,6843.13
8214,23,Centro Cultural,-23.568740265939823,-46.638805896298436,-23.57384803580581,-46.65700356242755,26/06/2018,1,19:00:00,76,Jardins,-23.57384803580581,-46.65700356242755,19:30:00,1800,36,1,4,15,15,0,0,0,55.677583999999996,3,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.568740265939823,-46.638805896298436,0.0,0.0,7,1,3,3,0,0,3,3778.19
8215,23,Centro Cultural,-23.568740265939823,-46.638805896298436,-23.57384803580581,-46.65700356242755,26/06/2018,1,19:00:00,76,Jardins,-23.57384803580581,-46.65700356242755,19:30:00,1800,42,2,4,15,15,0,0,0,55.677583999999996,3,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.568740265939823,-46.638805896298436,0.0,0.0,7,1,3,3,0,0,3,3778.19
8764,62,Parque Ibirapuera,-23.59195800488293,-46.64895139036954,-23.541115979747467,-46.66015830596621,29/08/2018,2,19:00:00,34,FAAP,-23.541115979747467,-46.66015830596621,19:30:00,1800,44,1,4,15,15,0,0,0,55.976882999999994,3,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.59195800488293,-46.64895139036954,0.0,0.0,8,1,3,4,2,0,1,29000.0
8867,62,Parque Ibirapuera,-23.58143374756477,-46.65103411033595,-23.58143374756477,-46.65103411033595,8/06/2018,4,13:00:00,69,Vila Olímpia,-23.59486150332894,-46.6729842874087,13:30:00,1800,36,2,4,15,15,0,0,0,38.995647,8,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,3,1,1,0,3,4000.0
8916,62,Parque Ibirapuera,-23.579492479619365,-46.65186219985391,-23.579492479619365,-46.65186219985391,11/09/2018,1,09:00:00,57,Paraíso,-23.57043632300785,-46.65005404333118,09:10:00,600,50,2,4,15,15,0,0,0,38.995647,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.57043632300785,-46.65005404333118,0.0,0.0,1,2,3,2,2,0,1,9461.63
8917,62,Parque Ibirapuera,-23.579492479619365,-46.65186219985391,-23.579492479619365,-46.65186219985391,11/09/2018,1,12:50:00,57,Paraíso,-23.57043632300785,-46.65005404333118,13:00:00,600,50,2,4,15,15,0,0,0,38.995647,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.57043632300785,-46.65005404333118,0.0,0.0,1,2,3,2,2,0,1,9461.63
9003,62,Parque Ibirapuera,-23.58176624823944,-46.657122566256575,-23.56867598823861,-46.656791704833644,26/09/2018,2,09:00:00,76,Jardins,-23.56772146393086,-46.668359198735935,09:15:00,900,62,1,4,15,15,0,0,0,81.450183,7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2,3,1,1,0,2,6142.58
9004,62,Parque Ibirapuera,-23.582758565999125,-46.66313117789986,-23.569384622648684,-46.658083956960475,21/06/2018,3,19:10:00,75,Pamplona,-23.569384622648684,-46.658083956960475,19:40:00,1800,32,1,4,15,15,0,0,0,81.450183,3,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.582758565999125,-46.66313117789986,0.0,0.0,7,2,3,1,0,0,2,11000.0
9009,62,Parque Ibirapuera,-23.58016395233637,-46.6557993856025,-23.56965852295287,-46.65780329311147,2/10/2018,1,19:30:00,75,Pamplona,-23.56965852295287,-46.65780329311147,19:45:00,900,16,1,4,15,15,0,0,0,83.049195,7,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3,2,1,0,1,16236.22
9752,27,Bela Vista,-23.564636395620216,-46.64688593484307,-23.564636395620216,-46.64688593484307,10/08/2018,4,13:00:00,57,Paraíso,-23.569081136751567,-46.650115481417416,13:10:00,600,43,1,4,15,15,0,0,0,256.262226,8,7,0.0,0.0,0.0,0.0,0.0,0.0,-23.58520018072033,-46.63730543675163,0.0,0.0,2,1,4,2,1,0,1,8046.56
9759,27,Bela Vista,-23.562470345759873,-46.64506622739977,-23.562470345759873,-46.64506622739977,13/08/2018,0,09:00:00,78,Oscar Freire,-23.558489154588006,-46.66784095904553,09:45:00,2700,33,1,4,15,15,0,0,0,256.262226,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.558489154588006,-46.66784095904553,0.0,0.0,1,1,4,2,1,0,4,2884.19
9891,27,Bela Vista,-23.563384754651885,-46.64399023300702,-23.563384754651885,-46.64399023300702,14/09/2018,4,14:30:00,1,Sé,-23.54849470112245,-46.63620393521727,14:45:00,900,49,1,4,15,15,0,0,0,86.43248100000001,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.563384754651885,-46.64399023300702,0.0,0.0,1,1,4,2,3,0,1,11125.56
10556,25,Treze de Maio,-23.55428824689955,-46.650244153184246,-23.55428824689955,-46.650244153184246,15/03/2018,3,06:00:00,73,Berrini,-23.600522418612492,-46.69306541225758,06:30:00,1800,32,1,4,15,15,0,0,0,285.151614,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.600522418612492,-46.69306541225758,0.0,0.0,7,2,3,1,0,0,5,2800.0
10563,25,Treze de Maio,-23.55437687402053,-46.65040198893612,-23.55437687402053,-46.65040198893612,18/05/2018,4,08:00:00,36,Marechal Deodoro,-23.5405629256489,-46.656977942684556,08:15:00,900,53,1,4,15,15,0,0,0,285.151614,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.5405629256489,-46.656977942684556,0.0,0.0,1,2,3,1,0,0,6,3400.0
10785,76,Jardins,-23.56772146393086,-46.668359198735935,-23.56867598823861,-46.656791704833644,26/09/2018,2,11:00:00,56,Rodrigues Alves,-23.581680907679708,-46.6490188999924,11:20:00,1200,62,1,4,15,15,0,0,0,81.450183,7,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,3,1,1,0,2,6142.58
10929,76,Jardins,-23.57384803580581,-46.65700356242755,-23.57384803580581,-46.65700356242755,26/06/2018,1,09:00:00,23,Centro Cultural,-23.568740265939823,-46.638805896298436,09:30:00,1800,36,1,4,15,15,0,0,0,55.677583999999996,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.568740265939823,-46.638805896298436,0.0,0.0,7,1,3,3,0,0,3,3778.19
10930,76,Jardins,-23.57384803580581,-46.65700356242755,-23.57384803580581,-46.65700356242755,26/06/2018,1,09:00:00,23,Centro Cultural,-23.568740265939823,-46.638805896298436,09:30:00,1800,42,2,4,15,15,0,0,0,55.677583999999996,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.568740265939823,-46.638805896298436,0.0,0.0,7,1,3,3,0,0,3,3778.19
11203,76,Jardins,-23.572131883771508,-46.66211556895771,-23.604223605181573,-46.71782620719328,18/10/2018,3,19:40:00,319,Real Parque,-23.604223605181573,-46.71782620719328,20:05:00,1500,22,1,4,15,15,0,0,0,20.904776000000002,2,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.572131883771508,-46.66211556895771,0.0,0.0,7,1,3,2,1,0,3,3778.19
11467,158,Vila Medeiros,-23.4878532721172,-46.58581535535847,-23.48583627829091,-46.56289071240129,30/04/2018,0,18:00:00,157,Parque Edu Chaves,-23.48583627829091,-46.56289071240129,18:15:00,900,53,1,4,15,15,0,0,0,355.589808,1,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.48583627829091,-46.56289071240129,0.0,0.0,1,2,3,1,0,0,4,2452.84
11688,24,Liberdade,-23.562685314798006,-46.637535624335534,-23.562685314798006,-46.637535624335534,15/09/2018,5,08:30:00,68,Chácara Itaim,-23.58561537828966,-46.6787750932492,09:00:00,1800,37,1,4,15,15,0,0,0,262.560346,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.58561537828966,-46.6787750932492,0.0,0.0,8,1,2,1,0,0,3,3987.82
11878,24,Liberdade,-23.56291098827114,-46.6384004904984,-23.573927409637463,-46.65124392541203,12/09/2018,2,21:50:00,62,Parque Ibirapuera,-23.573927409637463,-46.65124392541203,22:05:00,900,20,1,4,15,15,0,0,0,38.028011,4,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.57556121740724,-46.64790394584999,0.0,0.0,7,1,3,3,2,0,1,11742.85
11879,24,Liberdade,-23.56291098827114,-46.6384004904984,-23.573927409637463,-46.65124392541203,12/09/2018,2,21:50:00,62,Parque Ibirapuera,-23.573927409637463,-46.65124392541203,22:05:00,900,21,1,4,15,15,0,0,0,38.028011,4,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.57556121740724,-46.64790394584999,0.0,0.0,7,2,3,3,2,0,1,11742.85
12225,7,Luz,-23.525357996984358,-46.63973715185181,-23.525357996984358,-46.63973715185181,17/05/2018,3,05:00:00,6,Santa Ifigênia,-23.53533016655411,-46.63518893519601,05:10:00,600,36,1,4,15,15,0,0,0,340.106426,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.53533016655411,-46.63518893519601,0.0,0.0,1,1,3,1,0,0,5,3300.0
12312,7,Luz,-23.53010038481404,-46.63358665753749,-23.5272346723917,-46.62871323118797,22/09/2017,4,07:01:00,7,Luz,-23.533191432824694,-46.6367687157359,07:06:00,300,30,1,4,15,15,0,0,0,57.521304,4,2,0.0,0.0,0.0,0.0,0.0,0.0,-23.533191432824694,-46.6367687157359,0.0,0.0,2,1,3,1,0,0,5,1000.0
12313,7,Luz,-23.533191432824694,-46.6367687157359,-23.5272346723917,-46.62871323118797,22/09/2017,4,18:00:00,9,Ponte Pequena,-23.5272346723917,-46.62871323118797,18:10:00,600,30,1,4,15,15,0,0,0,57.521304,2,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.533191432824694,-46.6367687157359,0.0,0.0,1,1,3,1,0,0,5,1000.0
12348,7,Luz,-23.53512514115835,-46.6289083249,-23.53515748411044,-46.62495186285825,20/06/2018,2,18:00:00,13,João Teodoro,-23.53515748411044,-46.62495186285825,18:10:00,600,56,1,4,15,15,0,0,0,23.950382,2,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.53512514115835,-46.6289083249,0.0,0.0,1,2,3,1,0,0,5,2085.99
12392,7,Luz,-23.528923469192495,-46.639879276959675,-23.524809245880235,-46.65319624488948,16/09/2017,5,11:25:00,8,Bom Retiro,-23.526129575134597,-46.64278269607191,11:30:00,300,36,1,4,15,15,0,0,0,93.962294,5,4,0.0,0.0,0.0,0.0,0.0,0.0,-23.524809245880235,-46.65319624488948,0.0,0.0,1,1,4,3,1,0,2,7000.0
12518,7,Luz,-23.527488552577807,-46.64150681536476,-23.45160342198773,-46.59126481802037,6/09/2018,3,17:40:00,151,Jardim Guapira,-23.45160342198773,-46.59126481802037,18:30:00,3000,26,1,4,15,15,0,0,0,1132.703695,1,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.527488552577807,-46.64150681536476,0.0,0.0,2,1,3,1,0,0,4,1239.0
13007,485,Carapicuíba,-23.521093889642383,-46.82949806513267,-23.560402540379815,-46.79364223556208,15/04/2018,6,17:00:00,495,Jardim Veloso,-23.560402540379815,-46.79364223556208,17:30:00,1800,18,1,4,15,15,0,0,0,378.289292,3,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.521093889642383,-46.82949806513267,0.0,0.0,2,2,3,1,0,0,4,2588.93
13315,61,Mirandópolis,-23.609820340826232,-46.637807153347545,-23.577588490831676,-46.60345902892846,7/06/2018,3,07:00:00,79,Trianon,-23.56124521276305,-46.65838340936056,07:30:00,1800,41,1,4,15,15,0,0,0,298.2383,7,2,0.0,0.0,0.0,0.0,0.0,0.0,-23.56124521276305,-46.65838340936056,0.0,0.0,7,1,1,1,1,0,3,4209.08
13475,4,Ladeira da Memória,-23.551486353067986,-46.64195167836993,-23.551486353067986,-46.64195167836993,23/11/2017,3,12:45:00,5,República,-23.543438002368095,-46.63789461408772,13:00:00,900,27,1,4,15,15,0,0,0,286.57084199999997,8,2,0.0,0.0,0.0,0.0,0.0,0.0,-23.543438002368095,-46.63789461408772,0.0,0.0,8,1,1,1,0,0,3,3391.41
13476,4,Ladeira da Memória,-23.552018812009937,-46.64369208088259,-23.552018812009937,-46.64369208088259,23/11/2017,3,05:30:00,30,Higienópolis,-23.548202524952245,-46.65697574834639,05:45:00,900,46,1,4,15,15,0,0,0,660.2955,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.548202524952245,-46.65697574834639,0.0,0.0,7,2,1,1,0,0,6,1680.76
13544,4,Ladeira da Memória,-23.551369728704177,-46.64016747309047,-23.555714963706453,-46.641720147389506,28/10/2017,5,19:00:00,26,Bexiga,-23.555714963706453,-46.641720147389506,19:10:00,600,19,1,4,15,15,0,0,0,93.612326,7,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.56510829907615,-46.6355476071613,0.0,0.0,7,1,1,0,0,0,5,2000.0
13579,4,Ladeira da Memória,-23.54829756340554,-46.64034484146224,-23.544121166594586,-46.6628700110055,4/10/2018,3,19:00:00,34,FAAP,-23.544121166594586,-46.6628700110055,19:20:00,1200,29,1,4,15,15,0,0,0,43.146208,3,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.54829756340554,-46.64034484146224,0.0,0.0,7,1,3,1,1,0,3,4000.0
14174,22,Pires da Mota,-23.56510829907615,-46.6355476071613,-23.555714963706453,-46.641720147389506,28/10/2017,5,15:20:00,26,Bexiga,-23.555714963706453,-46.641720147389506,16:00:00,2400,19,1,4,15,15,0,0,0,93.612326,3,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.56510829907615,-46.6355476071613,0.0,0.0,8,1,1,0,0,0,5,2000.0
14186,22,Pires da Mota,-23.568417441355816,-46.636019643505875,-23.58137175221533,-46.63555315061753,17/08/2018,4,17:00:00,49,Ana Rosa,-23.58137175221533,-46.63555315061753,17:20:00,1200,53,1,4,15,15,0,0,0,106.81948799999999,4,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.581617654687157,-46.63621263931197,0.0,0.0,1,1,3,0,2,0,2,5819.68
14283,43,Mooca,-23.547821164112666,-46.604645356939145,-23.558461924313907,-46.62349468876175,19/10/2018,4,19:20:00,44,Alto da Mooca,-23.568119638533386,-46.589001581002485,19:40:00,1200,30,1,4,15,15,0,0,0,433.446555,1,5,0.0,0.0,0.0,0.0,0.0,0.0,-23.547821164112666,-46.604645356939145,0.0,0.0,5,2,3,2,0,0,4,3044.22
14806,43,Mooca,-23.555415728665935,-46.58439165962305,-23.555415728665935,-46.58439165962305,16/06/2018,5,07:30:00,47,Vila Bertioga,-23.563997940267885,-46.58318186221937,07:40:00,600,36,1,4,15,15,0,0,0,141.440507,8,1,0.0,0.0,0.0,0.0,0.0,0.0,-23.563997940267885,-46.58318186221937,0.0,0.0,1,2,3,1,0,0,3,3391.41
14894,43,Mooca,-23.54942035367963,-46.608063752600316,-23.53069663073937,-46.66339657267973,30/06/2018,5,11:00:00,93,Francisco Matarazzo,-23.53069663073937,-46.66339657267973,11:40:00,2400,40,1,4,15,15,0,0,0,58.538265,3,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.53069663073937,-46.66339657267973,0.0,0.0,1,1,3,1,0,0,4,2884.19
14936,43,Mooca,-23.547924846556217,-46.60247207401161,-23.500986838851386,-46.53501551416734,12/04/2018,3,14:20:00,177,Parque Ecológico do Tietê,-23.500986838851386,-46.53501551416734,15:10:00,3000,44,1,4,15,15,0,0,0,66.23555,3,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.547924846556217,-46.60247207401161,0.0,0.0,7,1,3,2,0,0,6,2200.0
15669,29,Masp,-23.558299919108862,-46.65428116699767,-23.52720124303279,-46.61371875984725,24/05/2018,3,19:00:00,12,Pari,-23.52720124303279,-46.61371875984725,20:00:00,3600,51,1,4,15,15,0,0,0,88.420722,6,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.52720124303279,-46.61371875984725,0.0,0.0,7,1,3,1,1,0,2,10000.0
16033,29,Masp,-23.562577380830394,-46.65455025002355,-23.559716048694945,-46.66711196057781,4/10/2018,3,11:00:00,300,Granja Julieta,-23.622730894665988,-46.6968691485318,11:30:00,1800,60,1,4,15,15,0,0,0,147.563342,3,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.559716048694945,-46.66711196057781,0.0,0.0,4,1,6,0,0,0,0,6360.54
16042,29,Masp,-23.561187029873974,-46.65621775439429,-23.562111339547602,-46.66014778547563,19/06/2018,1,16:50:00,79,Trianon,-23.562111339547602,-46.66014778547563,17:00:00,600,17,1,4,15,15,0,0,0,37.373855999999996,7,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3,2,2,0,1,13807.95
16052,29,Masp,-23.561187029873974,-46.65621775439429,-23.559571996024083,-46.66032158611116,9/10/2018,1,14:00:00,79,Trianon,-23.559571996024083,-46.66032158611116,14:10:00,600,16,1,4,15,15,0,0,0,37.373855999999996,7,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3,1,1,0,3,4689.12
16093,29,Masp,-23.562906699541447,-46.65415273200545,-23.547011898672288,-46.679577360994564,10/11/2017,4,18:30:00,87,Sumaré,-23.547011898672288,-46.679577360994564,18:50:00,1200,32,1,4,15,15,0,0,0,48.563755,3,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.562906699541447,-46.65415273200545,0.0,0.0,8,1,3,7,1,1,1,11742.85
16375,12,Pari,-23.530508762400338,-46.615228189307366,-23.526392879741124,-46.620251020442964,25/04/2018,2,17:20:00,10,Canindé,-23.526392879741124,-46.620251020442964,17:30:00,600,30,1,4,15,15,0,0,0,15.438798,4,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.442184717223785,-46.58947832618537,0.0,0.0,1,2,3,3,1,1,4,2452.84
16378,12,Pari,-23.530508762400338,-46.615228189307366,-23.526392879741124,-46.620251020442964,25/04/2018,2,17:20:00,10,Canindé,-23.526392879741124,-46.620251020442964,17:30:00,600,10,2,4,15,15,0,0,0,9.336294,4,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,3,3,1,1,4,2452.84
