,ZONA_O,NOME_O,CO_O_X,CO_O_Y,CO_DOM_X,CO_DOM_Y,DATA,DIASEMANA,HORA_SAIDA,ZONA_D,NOME_D,CO_D_X,CO_D_Y,HORA_CHEG,DURACAO,IDADE,SEXO,TIPVG,MODOPRIN,MODO1,MODO2,MODO3,MODO4,FE_VIA,MOTIVO_O,MOTIVO_D,CO_T1_X,CO_T1_Y,CO_T2_X,CO_T2_Y,CO_T3_X,CO_T3_Y,CO_TR1_X,CO_TR1_Y,CO_TR2_X,CO_TR2_Y,PE_BICI,VIA_BICI,TP_ESTBICI,QT_BICICLE,QT_AUTO,QT_MOTO,CRITERIOBR,RENDA_FA
113325,468,Itapecerica da Serra,-23.746085046889625,-46.797844115941565,-23.738750543530074,-46.79728241082508,9/03/2018,4,16:00:00,468,Itapecerica da Serra,-23.738750543530074,-46.79728241082508,16:08:00,480,21,1,4,15,15,0,0,0,782.268278,1,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.738750543530074,-46.79728241082508,0.0,0.0,1,2,3,1,0,0,6,3200.0
113335,468,Itapecerica da Serra,-23.688420059085097,-46.815810514049666,-23.688420059085097,-46.815810514049666,27/02/2018,1,09:40:00,465,São Marcos,-23.658313211750883,-46.79585758515717,10:05:00,1500,19,1,4,15,15,0,0,0,828.7815,8,10,0.0,0.0,0.0,0.0,0.0,0.0,-23.688420059085097,-46.815810514049666,0.0,0.0,8,2,3,1,0,0,6,1400.0
113477,468,Itapecerica da Serra,-23.69288309390587,-46.80169375578862,-23.69288309390587,-46.80169375578862,21/03/2018,2,12:00:00,315,Parque Fernanda,-23.66362317345394,-46.78173508271898,12:20:00,1200,40,1,4,15,15,0,0,0,759.2476849999999,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.66362317345394,-46.78173508271898,0.0,0.0,7,2,3,1,1,1,4,3044.22
113708,506,Granja Viana,-23.610818998085243,-46.83811045988901,-23.610818998085243,-46.83811045988901,20/02/2018,1,12:00:00,506,Granja Viana,-23.615698218454682,-46.837835548683444,12:10:00,600,50,1,4,15,15,0,0,0,325.132053,8,10,0.0,0.0,0.0,0.0,0.0,0.0,-23.540212987111357,-46.76831506168547,0.0,0.0,1,2,3,2,0,1,3,4689.12
113709,506,Granja Viana,-23.615698218454682,-46.837835548683444,-23.610818998085243,-46.83811045988901,20/02/2018,1,13:00:00,506,Granja Viana,-23.592309713304815,-46.83341403889851,13:15:00,900,50,1,4,15,15,0,0,0,325.132053,10,10,0.0,0.0,0.0,0.0,0.0,0.0,-23.540212987111357,-46.76831506168547,0.0,0.0,1,2,1,2,0,1,3,4689.12
113710,506,Granja Viana,-23.592309713304815,-46.83341403889851,-23.610818998085243,-46.83811045988901,20/02/2018,1,13:30:00,506,Granja Viana,-23.610818998085243,-46.83811045988901,13:50:00,1200,50,1,4,15,15,0,0,0,325.132053,10,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.540212987111357,-46.76831506168547,0.0,0.0,1,2,3,2,0,1,3,4689.12
113925,243,Moinho Velho,-23.626444979338903,-46.59094928446494,-23.604180478398096,-46.59052367407305,22/09/2017,4,15:30:00,242,Vila Carioca,-23.604180478398096,-46.59052367407305,15:45:00,900,30,1,4,15,15,0,0,0,491.136924,7,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.598891135033597,-46.588519651265635,0.0,0.0,1,2,3,1,0,0,4,1700.0
114641,101,Vila Ipojuca,-23.537994201440526,-46.701695649844076,-23.56089069266213,-46.7110908202503,27/06/2018,2,13:00:00,82,Pinheiros,-23.567657749898054,-46.69262417621517,13:20:00,1200,57,1,4,15,15,0,0,0,53.178093000000004,3,11,0.0,0.0,0.0,0.0,0.0,0.0,-23.537994201440526,-46.701695649844076,0.0,0.0,1,1,4,3,4,8,1,29407.35
115066,334,Rio Pequeno,-23.57328351886276,-46.751290446394755,-23.538247065005283,-46.733588588123354,18/05/2018,4,12:00:00,106,CEASA,-23.538247065005283,-46.733588588123354,12:50:00,3000,21,1,4,15,15,0,0,0,23.894121,2,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.57328351886276,-46.751290446394755,0.0,0.0,5,1,3,1,0,0,6,1000.0
115333,373,Taboão,-23.424157317620864,-46.49461963857326,-23.424157317620864,-46.49461963857326,27/10/2017,4,14:30:00,367,Gopouva,-23.4777956440154,-46.53781132519435,14:40:00,600,15,1,4,15,15,0,0,0,900.950372,8,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,3,2,1,0,5,2000.0
115609,425,Sacadura Cabral,-23.650436333818547,-46.55737992411344,-23.650436333818547,-46.55737992411344,31/10/2017,1,07:30:00,420,Santo Antônio,-23.63300989282115,-46.58036445222557,07:50:00,1200,30,1,4,15,15,0,0,0,422.039267,8,2,0.0,0.0,0.0,0.0,0.0,0.0,-23.63300989282115,-46.58036445222557,0.0,0.0,1,2,3,0,1,0,5,2201.73
115624,425,Sacadura Cabral,-23.64752119937938,-46.563491755239596,-23.64752119937938,-46.563491755239596,1/11/2017,2,06:30:00,417,Santa Paula,-23.621962104474495,-46.56915693085624,06:50:00,1200,37,1,4,15,15,0,0,0,422.039267,8,1,0.0,0.0,0.0,0.0,0.0,0.0,-23.621962104474495,-46.56915693085624,0.0,0.0,1,2,3,1,0,0,5,1872.44
115841,338,Jaguaré,-23.547616522152556,-46.74199781345749,-23.547616522152556,-46.74199781345749,22/09/2017,4,22:00:00,106,CEASA,-23.529138758528745,-46.73817983007252,22:20:00,1200,38,1,4,15,15,0,0,0,300.802213,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.529138758528745,-46.73817983007252,0.0,0.0,8,1,3,1,1,0,4,3200.0
115844,338,Jaguaré,-23.54483442111274,-46.74288183573123,-23.54483442111274,-46.74288183573123,22/09/2017,4,06:25:00,131,Tietê,-23.512895849800554,-46.62599072722084,07:45:00,4800,50,1,4,15,15,0,0,0,933.9638880000001,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.512895849800554,-46.62599072722084,0.0,0.0,4,2,3,1,0,0,6,1100.0
115912,338,Jaguaré,-23.52981475720808,-46.752780886845834,-23.52981475720808,-46.752780886845834,26/09/2018,2,05:00:00,338,Jaguaré,-23.54850832639733,-46.74380201584493,05:30:00,1800,46,1,4,15,15,0,0,0,933.9638880000001,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.54850832639733,-46.74380201584493,0.0,0.0,1,2,3,1,0,0,6,3600.0
115913,338,Jaguaré,-23.54850832639733,-46.74380201584493,-23.52981475720808,-46.752780886845834,26/09/2018,2,14:00:00,338,Jaguaré,-23.52981475720808,-46.752780886845834,14:30:00,1800,46,1,4,15,15,0,0,0,933.9638880000001,3,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.54850832639733,-46.74380201584493,0.0,0.0,1,2,3,1,0,0,6,3600.0
116780,377,Água Chata,-23.438152271665043,-46.41847309360949,-23.438152271665043,-46.41847309360949,17/05/2018,3,07:00:00,377,Água Chata,-23.454019258503127,-46.406563073274555,07:50:00,3000,50,1,4,15,15,0,0,0,989.0862300000001,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.438152271665043,-46.41847309360949,0.0,0.0,1,2,3,3,0,0,5,2201.73
116781,377,Água Chata,-23.454019258503127,-46.406563073274555,-23.438152271665043,-46.41847309360949,17/05/2018,3,16:30:00,377,Água Chata,-23.438152271665043,-46.41847309360949,17:15:00,2700,50,1,4,15,15,0,0,0,989.0862300000001,3,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.438152271665043,-46.41847309360949,0.0,0.0,1,2,3,3,0,0,5,2201.73
116782,377,Água Chata,-23.438152271665043,-46.41847309360949,-23.438152271665043,-46.41847309360949,17/05/2018,3,07:00:00,377,Água Chata,-23.454019258503127,-46.406563073274555,07:50:00,3000,19,1,4,15,15,0,0,0,830.898951,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.438152271665043,-46.41847309360949,0.0,0.0,1,2,3,3,0,0,5,2201.73
116783,377,Água Chata,-23.454019258503127,-46.406563073274555,-23.438152271665043,-46.41847309360949,17/05/2018,3,16:30:00,377,Água Chata,-23.438152271665043,-46.41847309360949,17:15:00,2700,19,1,4,15,15,0,0,0,830.898951,3,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.438152271665043,-46.41847309360949,0.0,0.0,1,2,3,3,0,0,5,2201.73
116848,377,Água Chata,-23.4637183210627,-46.40459044564403,-23.46109898693959,-46.38238962513972,25/03/2018,6,18:00:00,398,Bonsucesso,-23.46109898693959,-46.38238962513972,18:15:00,900,42,1,4,15,15,0,0,0,557.4301469999999,2,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.4637183210627,-46.40459044564403,0.0,0.0,1,2,3,1,1,0,4,2884.19
116852,377,Água Chata,-23.432438122897352,-46.37683555753049,-23.444394040964625,-46.38005253093531,22/04/2018,6,17:45:00,398,Bonsucesso,-23.444394040964625,-46.38005253093531,18:00:00,900,53,1,4,15,15,0,0,0,557.4301469999999,1,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.432438122897352,-46.37683555753049,0.0,0.0,1,2,3,1,0,0,5,3000.0
116890,193,Araucárias,-23.525667500664312,-46.4743053037833,-23.51314699790077,-46.47375454695609,20/06/2018,2,00:00:00,184,Limoeiro,-23.51314699790077,-46.47375454695609,00:10:00,600,49,1,4,15,15,0,0,0,133.349946,3,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.525667500664312,-46.4743053037833,0.0,0.0,1,1,3,2,0,0,4,2452.84
117013,193,Araucárias,-23.52175902765545,-46.471245302051926,-23.52051138288765,-46.387808379093755,12/03/2018,0,17:00:00,205,Fazenda Itaim,-23.52051138288765,-46.387808379093755,18:20:00,4800,36,1,4,15,15,0,0,0,557.398003,1,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.52051138288765,-46.387808379093755,0.0,0.0,5,2,3,1,2,0,3,3000.0
117390,375,Jardim Presidente Dutra,-23.41499332672386,-46.429734332828815,-23.41499332672386,-46.429734332828815,30/05/2018,2,12:50:00,376,Baquirivu,-23.422922666165103,-46.41684260815797,13:00:00,600,3,2,4,15,15,0,0,0,808.3549929999999,8,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,4,1,0,0,4,1535.0
117393,375,Jardim Presidente Dutra,-23.41499332672386,-46.429734332828815,-23.41499332672386,-46.429734332828815,30/05/2018,2,12:50:00,376,Baquirivu,-23.422922666165103,-46.41684260815797,13:00:00,600,32,2,4,15,15,0,0,0,529.529116,8,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,4,1,0,0,4,1535.0
117394,375,Jardim Presidente Dutra,-23.41499332672386,-46.429734332828815,-23.41499332672386,-46.429734332828815,30/05/2018,2,17:05:00,376,Baquirivu,-23.422922666165103,-46.41684260815797,17:15:00,600,32,2,4,15,15,0,0,0,529.529116,8,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,4,1,0,0,4,1535.0
117452,375,Jardim Presidente Dutra,-23.43591135553167,-46.460711417234215,-23.43591135553167,-46.460711417234215,21/06/2018,3,05:30:00,182,Ponte Rasa,-23.510491691091723,-46.49838333516846,06:20:00,3000,33,1,4,15,15,0,0,0,529.529116,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.510491691091723,-46.49838333516846,0.0,0.0,2,2,3,1,0,0,5,1300.0
117462,375,Jardim Presidente Dutra,-23.432095465001034,-46.446683663744665,-23.432095465001034,-46.446683663744665,13/06/2018,2,07:00:00,375,Jardim Presidente Dutra,-23.446724726020406,-46.46420723130139,07:20:00,1200,45,1,4,15,15,0,0,0,1305.686897,8,1,0.0,0.0,0.0,0.0,0.0,0.0,-23.432095465001034,-46.446683663744665,0.0,0.0,1,2,3,1,1,0,4,2452.84
117463,375,Jardim Presidente Dutra,-23.446724726020406,-46.46420723130139,-23.432095465001034,-46.446683663744665,13/06/2018,2,12:00:00,375,Jardim Presidente Dutra,-23.432095465001034,-46.446683663744665,12:20:00,1200,45,1,4,15,15,0,0,0,1305.686897,1,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.432095465001034,-46.446683663744665,0.0,0.0,1,2,8,1,1,0,4,2452.84
117464,375,Jardim Presidente Dutra,-23.432095465001034,-46.446683663744665,-23.432095465001034,-46.446683663744665,13/06/2018,2,12:50:00,375,Jardim Presidente Dutra,-23.446724726020406,-46.46420723130139,13:10:00,1200,45,1,4,15,15,0,0,0,1305.686897,8,1,0.0,0.0,0.0,0.0,0.0,0.0,-23.432095465001034,-46.446683663744665,0.0,0.0,1,2,3,1,1,0,4,2452.84
117465,375,Jardim Presidente Dutra,-23.446724726020406,-46.46420723130139,-23.432095465001034,-46.446683663744665,13/06/2018,2,19:00:00,375,Jardim Presidente Dutra,-23.432095465001034,-46.446683663744665,19:20:00,1200,45,1,4,15,15,0,0,0,1305.686897,1,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.432095465001034,-46.446683663744665,0.0,0.0,1,2,3,1,1,0,4,2452.84
117670,365,Várzea do Palácio,-23.457406470075135,-46.50238430781348,-23.457406470075135,-46.50238430781348,1/09/2018,5,17:00:00,370,André Luiz,-23.45403887954788,-46.53200554010584,17:20:00,1200,49,1,4,15,15,0,0,0,62.58819200000001,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.45403887954788,-46.53200554010584,0.0,0.0,1,2,1,1,1,0,3,3391.41
118063,147,Parque Palmas do Tremembé,-23.444256348008114,-46.61026256199802,-23.444256348008114,-46.61026256199802,1/05/2018,1,13:30:00,145,Horto Florestal,-23.460014207353616,-46.63028551239032,14:30:00,3600,7,1,4,15,15,0,0,0,1070.556914,8,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,8,2,0,0,3,3391.41
118067,147,Parque Palmas do Tremembé,-23.444256348008114,-46.61026256199802,-23.444256348008114,-46.61026256199802,1/05/2018,1,13:30:00,145,Horto Florestal,-23.460014207353616,-46.63028551239032,14:30:00,3600,32,1,4,15,15,0,0,0,442.744204,8,7,0.0,0.0,0.0,0.0,0.0,0.0,-23.51648047692205,-46.624301422793486,0.0,0.0,2,2,8,2,0,0,3,3391.41
118250,450,Montanhão,-23.74090646428593,-46.52254978583673,-23.74090646428593,-46.52254978583673,26/11/2017,6,08:00:00,450,Montanhão,-23.738294065253566,-46.537410487361676,08:30:00,1800,37,1,4,15,15,0,0,0,566.9360730000001,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.738294065253566,-46.537410487361676,0.0,0.0,1,2,3,1,0,0,5,800.0
118251,450,Montanhão,-23.738294065253566,-46.537410487361676,-23.74090646428593,-46.52254978583673,26/11/2017,6,12:00:00,450,Montanhão,-23.74090646428593,-46.52254978583673,12:30:00,1800,37,1,4,15,15,0,0,0,566.9360730000001,3,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.738294065253566,-46.537410487361676,0.0,0.0,1,2,3,1,0,0,5,800.0
118252,450,Montanhão,-23.74090646428593,-46.52254978583673,-23.74090646428593,-46.52254978583673,26/11/2017,6,13:30:00,450,Montanhão,-23.738294065253566,-46.537410487361676,14:00:00,1800,37,1,4,15,15,0,0,0,566.9360730000001,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.738294065253566,-46.537410487361676,0.0,0.0,1,2,3,1,0,0,5,800.0
118253,450,Montanhão,-23.738294065253566,-46.537410487361676,-23.74090646428593,-46.52254978583673,26/11/2017,6,18:00:00,450,Montanhão,-23.74090646428593,-46.52254978583673,18:30:00,1800,37,1,4,15,15,0,0,0,566.9360730000001,3,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.738294065253566,-46.537410487361676,0.0,0.0,1,2,3,1,0,0,5,800.0
118275,450,Montanhão,-23.704801348931813,-46.529103387265955,-23.704801348931813,-46.529103387265955,30/11/2017,3,04:01:00,450,Montanhão,-23.733360245664226,-46.53954986372747,04:16:00,900,44,1,4,15,15,0,0,0,566.9360730000001,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.733360245664226,-46.53954986372747,0.0,0.0,7,1,3,1,1,0,4,3840.0
118276,450,Montanhão,-23.733360245664226,-46.53954986372747,-23.704801348931813,-46.529103387265955,30/11/2017,3,19:10:00,450,Montanhão,-23.704801348931813,-46.529103387265955,19:25:00,900,44,1,4,15,15,0,0,0,566.9360730000001,3,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.733360245664226,-46.53954986372747,0.0,0.0,1,2,3,1,1,0,4,3840.0
118949,233,Sítio Carrãozinho,-23.605230904596016,-46.44716589881222,-23.605230904596016,-46.44716589881222,12/05/2018,5,12:45:00,233,Sítio Carrãozinho,-23.60427767615714,-46.44479365695332,12:50:00,300,25,1,4,15,15,0,0,0,632.7497099999999,8,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,4,1,0,0,5,2201.73
118950,233,Sítio Carrãozinho,-23.60427767615714,-46.44479365695332,-23.605230904596016,-46.44716589881222,12/05/2018,5,12:55:00,233,Sítio Carrãozinho,-23.605230904596016,-46.44716589881222,13:00:00,300,25,1,4,15,15,0,0,0,632.7497099999999,4,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,3,1,0,0,5,2201.73
118951,233,Sítio Carrãozinho,-23.605230904596016,-46.44716589881222,-23.605230904596016,-46.44716589881222,12/05/2018,5,17:20:00,233,Sítio Carrãozinho,-23.60427767615714,-46.44479365695332,17:25:00,300,25,1,4,15,15,0,0,0,632.7497099999999,8,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,4,1,0,0,5,2201.73
118952,233,Sítio Carrãozinho,-23.60427767615714,-46.44479365695332,-23.605230904596016,-46.44716589881222,12/05/2018,5,17:30:00,233,Sítio Carrãozinho,-23.605230904596016,-46.44716589881222,17:35:00,300,25,1,4,15,15,0,0,0,632.7497099999999,4,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,3,1,0,0,5,2201.73
118953,233,Sítio Carrãozinho,-23.605230904596016,-46.44716589881222,-23.605230904596016,-46.44716589881222,12/05/2018,5,12:45:00,233,Sítio Carrãozinho,-23.60427767615714,-46.44479365695332,12:50:00,300,7,1,4,15,15,0,0,0,1429.637673,8,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,8,1,0,0,5,2201.73
118954,233,Sítio Carrãozinho,-23.60427767615714,-46.44479365695332,-23.605230904596016,-46.44716589881222,12/05/2018,5,17:30:00,233,Sítio Carrãozinho,-23.605230904596016,-46.44716589881222,17:35:00,300,7,1,4,15,15,0,0,0,1429.637673,4,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,3,1,0,0,5,2201.73
118955,233,Sítio Carrãozinho,-23.594858162875962,-46.45064836673574,-23.594858162875962,-46.45064836673574,20/09/2018,3,06:10:00,264,São Mateus,-23.607563609100346,-46.47944364008465,06:30:00,1200,41,1,4,15,15,0,0,0,893.9647669999999,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.607563609100346,-46.47944364008465,0.0,0.0,1,1,3,1,0,0,6,1800.0
119024,173,Vila Ré,-23.52693856904874,-46.49348642678716,-23.52693856904874,-46.49348642678716,1/05/2018,1,07:40:00,172,Vila Esperança,-23.526568127448023,-46.52608629259227,08:00:00,1200,22,1,4,15,15,0,0,0,450.93353499999995,8,2,0.0,0.0,0.0,0.0,0.0,0.0,-23.526568127448023,-46.52608629259227,0.0,0.0,1,2,3,2,1,1,4,5200.0
119025,173,Vila Ré,-23.52693856904874,-46.49348642678716,-23.52693856904874,-46.49348642678716,1/05/2018,1,14:10:00,172,Vila Esperança,-23.526568127448023,-46.52608629259227,14:30:00,1200,22,1,4,15,15,0,0,0,450.93353499999995,8,2,0.0,0.0,0.0,0.0,0.0,0.0,-23.526568127448023,-46.52608629259227,0.0,0.0,1,2,3,2,1,1,4,5200.0
119440,258,Parque São Lucas,-23.597584548475133,-46.540743358130925,-23.588605687491278,-46.5885035587039,28/06/2018,3,17:30:00,253,Tamanduateí,-23.588605687491278,-46.5885035587039,17:50:00,1200,38,2,4,15,15,0,0,0,31.621063,1,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.597584548475133,-46.540743358130925,0.0,0.0,1,1,3,1,1,0,4,3044.22
119547,258,Parque São Lucas,-23.608244104225342,-46.53674217201927,-23.608244104225342,-46.53674217201927,28/02/2018,2,06:30:00,242,Vila Carioca,-23.60017084967972,-46.5931798680967,07:00:00,1800,45,1,4,15,15,0,0,0,977.4152640000001,8,1,0.0,0.0,0.0,0.0,0.0,0.0,-23.60017084967972,-46.5931798680967,0.0,0.0,4,2,1,0,1,0,3,1000.0
119766,174,Rui Barbosa,-23.4989647240228,-46.50439248519002,-23.4989647240228,-46.50439248519002,13/06/2018,2,13:30:00,180,Ermelino Matarazzo,-23.47924438647212,-46.49377120666244,13:45:00,900,21,1,4,15,15,0,0,0,1013.937561,8,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,1,0,0,1,5,2201.73
120459,200,Jardim Romano,-23.481559039172392,-46.38085023621517,-23.481559039172392,-46.38085023621517,20/11/2017,0,07:00:00,188,Vila Jacuí,-23.500833523929664,-46.45695125355415,07:50:00,3000,34,1,4,15,15,0,0,0,157.912495,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.500833523929664,-46.45695125355415,0.0,0.0,8,2,3,2,1,0,3,4209.08
120498,200,Jardim Romano,-23.486662068590363,-46.38994080655483,-23.486662068590363,-46.38994080655483,22/02/2018,3,09:30:00,206,Itaim Paulista,-23.495821566219156,-46.402815427605944,09:40:00,600,50,1,4,15,15,0,0,0,157.912495,8,10,0.0,0.0,0.0,0.0,0.0,0.0,-23.486734048357754,-46.389970935255135,0.0,0.0,1,1,4,3,1,0,2,5513.75
120504,200,Jardim Romano,-23.486662068590363,-46.38994080655483,-23.486662068590363,-46.38994080655483,22/02/2018,3,09:30:00,200,Jardim Romano,-23.483622628489524,-46.38339784079388,09:35:00,300,17,1,4,15,15,0,0,0,191.252431,8,10,0.0,0.0,0.0,0.0,0.0,0.0,-23.486734048357754,-46.389970935255135,0.0,0.0,1,2,4,3,1,0,2,5513.75
120505,200,Jardim Romano,-23.483622628489524,-46.38339784079388,-23.486662068590363,-46.38994080655483,22/02/2018,3,09:50:00,200,Jardim Romano,-23.486662068590363,-46.38994080655483,09:55:00,300,17,1,4,15,15,0,0,0,191.252431,10,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.486734048357754,-46.389970935255135,0.0,0.0,1,2,3,3,1,0,2,5513.75
120610,200,Jardim Romano,-23.486538415185294,-46.39165299391414,-23.486538415185294,-46.39165299391414,12/03/2018,0,09:00:00,206,Itaim Paulista,-23.497001209320015,-46.40018405428012,09:10:00,600,49,1,4,15,15,0,0,0,321.443732,8,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2,4,1,0,0,4,3044.22
120625,200,Jardim Romano,-23.485217408965237,-46.38787929136718,-23.485217408965237,-46.38787929136718,3/10/2017,1,07:15:00,396,Itaquaquecetuba,-23.496702526958234,-46.36154121207705,07:35:00,1200,35,1,4,15,15,0,0,0,157.912495,8,1,0.0,0.0,0.0,0.0,0.0,0.0,-23.496702526958234,-46.36154121207705,0.0,0.0,8,2,3,1,1,0,3,2000.0
120645,200,Jardim Romano,-23.49351991093678,-46.4046808844456,-23.49351991093678,-46.4046808844456,7/10/2017,5,06:15:00,208,Vila Califórnia,-23.53959163881234,-46.55513125855377,06:45:00,1800,67,1,4,15,15,0,0,0,92.80986700000001,8,1,0.0,0.0,0.0,0.0,0.0,0.0,-23.53959163881234,-46.55513125855377,0.0,0.0,4,2,3,1,0,0,5,1580.0
120772,180,Ermelino Matarazzo,-23.47924438647212,-46.49377120666244,-23.4989647240228,-46.50439248519002,13/06/2018,2,17:00:00,174,Rui Barbosa,-23.4989647240228,-46.50439248519002,17:15:00,900,21,1,4,15,15,0,0,0,1013.937561,7,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,1,0,0,1,5,2201.73
121017,180,Ermelino Matarazzo,-23.488785254801634,-46.479113538122355,-23.4824033553943,-46.46542334852235,9/06/2018,5,22:40:00,187,Parque Cruzeiro do Sul,-23.4824033553943,-46.46542334852235,23:00:00,1200,46,1,4,15,15,0,0,0,496.052163,4,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,3,1,1,0,3,1200.0
121410,379,Cabuçu,-23.41914038167,-46.55613652947422,-23.41914038167,-46.55613652947422,30/08/2018,3,06:50:00,379,Cabuçu,-23.422909282872602,-46.56034952575747,07:00:00,600,33,1,4,15,15,0,0,0,238.053742,8,1,0.0,0.0,0.0,0.0,0.0,0.0,-23.422909282872602,-46.56034952575747,0.0,0.0,1,2,3,2,1,0,5,1500.0
121411,379,Cabuçu,-23.422909282872602,-46.56034952575747,-23.41914038167,-46.55613652947422,30/08/2018,3,12:00:00,379,Cabuçu,-23.41914038167,-46.55613652947422,12:10:00,600,33,1,4,15,15,0,0,0,238.053742,1,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.422909282872602,-46.56034952575747,0.0,0.0,1,2,3,2,1,0,5,1500.0
121412,379,Cabuçu,-23.41914038167,-46.55613652947422,-23.41914038167,-46.55613652947422,30/08/2018,3,12:50:00,379,Cabuçu,-23.422909282872602,-46.56034952575747,13:00:00,600,33,1,4,15,15,0,0,0,238.053742,8,1,0.0,0.0,0.0,0.0,0.0,0.0,-23.422909282872602,-46.56034952575747,0.0,0.0,1,2,3,2,1,0,5,1500.0
121413,379,Cabuçu,-23.422909282872602,-46.56034952575747,-23.41914038167,-46.55613652947422,30/08/2018,3,17:00:00,379,Cabuçu,-23.41914038167,-46.55613652947422,17:10:00,600,33,1,4,15,15,0,0,0,238.053742,1,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.422909282872602,-46.56034952575747,0.0,0.0,1,2,3,2,1,0,5,1500.0
121810,267,Cidade Satélite,-23.606577082435724,-46.46347816244071,-23.606577082435724,-46.46347816244071,6/06/2018,2,14:00:00,262,Teotônio Vilela,-23.60143186690436,-46.51131155643686,14:20:00,1200,50,1,4,15,15,0,0,0,221.57487999999998,8,5,0.0,0.0,0.0,0.0,0.0,0.0,-23.606577082435724,-46.46347816244071,0.0,0.0,1,2,3,1,1,0,1,4908.0
122689,207,Jardim das Oliveiras,-23.49477006378226,-46.39015312576254,-23.486662068590363,-46.38994080655483,22/02/2018,3,14:20:00,200,Jardim Romano,-23.486662068590363,-46.38994080655483,14:25:00,300,50,1,4,15,15,0,0,0,157.912495,5,8,0.0,0.0,0.0,0.0,0.0,0.0,-23.486734048357754,-46.389970935255135,0.0,0.0,1,2,3,3,1,0,2,5513.75
123092,197,São Miguel Paulista,-23.501326831001286,-46.44373713193707,-23.501326831001286,-46.44373713193707,6/03/2018,1,06:40:00,198,Cidade Nitro-Operária,-23.495943840191735,-46.43598205343408,06:55:00,900,40,1,4,15,15,0,0,0,137.25669,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.495943840191735,-46.43598205343408,0.0,0.0,7,2,4,1,1,0,3,5223.9
123512,501,Mutinga,-23.50502205350587,-46.76366391025216,-23.50502205350587,-46.76366391025216,24/06/2018,6,08:00:00,501,Mutinga,-23.50572899229458,-46.770595946039464,08:09:00,540,44,1,4,15,15,0,0,0,505.13491500000003,8,3,0.0,0.0,0.0,0.0,0.0,0.0,-23.50502205350587,-46.76366391025216,0.0,0.0,2,2,3,1,0,0,6,1429.39
